Car Name,Mileage,Dealer Name,Rating,Review Count,Price,Badge Label,Reviews,Car Rating
2013 Honda Odyssey Touring,"105,192 mi.",Arrow Motors,4.8,(220 reviews),"$14,999",Fair Deal,"['August 14, 2022\nBy Wendell from Dallas, TX\nUsed to own this car', ""Chose used 2013 odyssey for reliability and safety. Major issues with VCM, extreme oil consumption, oil bypassing seals accumulating on spark plugs causing them to foul. Honda wouldn't honor recall although year and model matched. I learned to change spark plugs myself and check oil often to stretch the life. Regret not buying VCM Muzzler."", 'June 23, 2022\nBy here from texas \nUsed to own this car', 'it was nice joyable but 2008 is better and it has a spear tire and was very nice i rate it 8/10 that better then nothing.', 'April 26, 2021\nBy Uh from Arlington TX\nOwns this car', '2008 model was much better than 2013 and what idiot eng placed a spare tire in the floor?\nWhen you have big family you need space for storage on the long trips.\nSo Ac issues, sliding door issues, EGR issues VSC issues']",5.0
2013 Toyota Camry SE,"149,924 mi.",Arrow Motors,4.8,(220 reviews),"$10,499",Good Deal,"['March 30, 2021\nBy BP from Cincinnati\nOwns this car', 'This car was the kind I was looking for. The only negative is that I will need to buy new tires in a couple months. I was very satisfied otherwise.', 'November 21, 2020\nBy SheilaC from Cleveland, Ohio\nUsed to own this car', 'I loved my 2013 Camry so much that we went out and bought a new 2020 Camry.  It was a comfortable well riding car that gave us no problems. A very reliable vehicle! In fact we all own Toyota’s in my family.', 'November 12, 2020\nBy Fan of camrys from Tyler Tx\nOwns this car', 'This car I’ve enjoyed owning and driving.  I feel safe in it. Not afraid of breaking down at all.  I take care of it so it will take care of me']",5.0
2010 Honda Pilot EX-L,"152,931 mi.",Planet Honda,4.6,"(4,623 reviews)","$7,143",Great Deal | $839 under,"['January  2, 2023\nBy John  from Dallas \nOwns this car', 'Sadly, the Honda Pilot with the variable cylinder cutoff system, is an unmitigated disaster in my experience.   This engine has had major breakdowns 3 times, and should have been recalled.  It is a shame, as otherwise it is a great car.  Would only buy a normally aspirated 4 cylinder Honda (if any Honda) in the future.', 'January 26, 2021\nBy sports fan from ny ny\nOwns this car', 'Nothing but issues no one can figure out. vibrates at 45 mph. NO leg room in 3rd row. book says u can only use 4wd up to 15mph????', 'December 16, 2020\nBy Freddy from Hudson MA\nOwns this car', 'Full size room but feels like a mid size SUV.  Able to transport two large dog crates.  Gets good gas mileage.  I would buy another one.']",5.0
2009 Acura TL Technology,"138,355 mi.",Planet Honda,4.6,"(4,623 reviews)","$9,549",Good Deal,"['June 30, 2023\nBy Julio from New York \nUsed to own this car', 'Is a good car to go to work is really comfortable is good in the snow I never had an issue I will buy another one', 'November 17, 2020\nBy Barry Goodwin from Bridgeport\nTest drove this car', 'Absolutely one-of-a-kind I will recommend anyone to drive it or buy one beautiful car comfortable and Spacey roomy I like the car myself I recommend anyone to have one', 'July 30, 2020\nBy Hueyca444 from Los Angeles, CA\nTest drove this car', 'Lot of used cars out there,\nthis one for the money safe, and reliable \ntell family and friends to use and try\nAcura for the money very good car']",5.0
2008 Mazda Mazda3 s Touring,"137,041 mi.",Planet Honda,4.6,"(4,623 reviews)","$5,193",Great Deal,"['April 12, 2021\nBy Jen k from Canton, ma\nOwns this car', ""Very basic, good on gas, the heat and AC are very weak. The brakes have always been a bit squishy. I wish they were tighter. Otherwise, it's ok."", 'August 15, 2020\nBy Keriberi from Jefferson, GA\nOwns this car', 'Great Reliable Car. Will last years if taken care of. Has a little get up and go power. A lot of body kits and accessories out there to really dress her up.', 'April  7, 2020\nBy kcrisc from Stafford, VA\nOwns this car', ""This car meets all my needs. The ride is like smooth and it handles like a sedan should. It has plenty of space for a family.  It's just the right size. Plus has very comfortable seats and is loaded with technology.""]",5.0
2013 Lexus RX 350 ,"127,536 mi.",DCH Montclair Acura,4.8,"(2,615 reviews)","$14,990",Good Deal | $123 under,"['October 10, 2022\nBy AzDrm  from SunCityWest Az \nOwns this car', 'After owning my Lexus ES 350 for over a year and desiring a larger vehicle it was a very easy decision to get a Rx due to the reviews and size. Very happy with my decision.', 'March 12, 2021\nBy Cindy from Las Vegas, NV\nOwns this car', 'I love driving this car!  The comfort and quality of everything is excellent.  It drives so nice on bumps and take corners great.  You can just feel the luxury when you drive a Lexus.', 'March  3, 2021\nBy Family guy\nOwns this car', 'Absolute value for quality of the car you could buy. Engine is Smooth as silk and doesn’t feel like driving a SUV. Though it is not European car, the quality is top notch and reliability is the best you could get for the price you pay. Great investment for the transportation. Would buy it again in a heartbeat.']",5.0
2018 Ford Escape SE,"78,922 mi.",Auto Lux,3.8,(79 reviews),"$11,989","Great Deal | $2,354 under","['July 14, 2023\nBy Theresa dodig  from Cleveland ohio \nOwns this car', ""bought new in 2018 my informant information panel went black can't  get it to work all I know it was raining and it went black IAM not the only person this happened to on Facebook there are quite a lot of people with the same problem they need to have a recall on the speed odometer"", 'June  8, 2023\nBy Lamar from Montgomery al\nOwns this car', 'Paid 32000 dollars and got 100000 miles when motor blows up and 10000 dollars to replace motor. Definitely will never buy another piece of xxxx ford!!!', 'May 17, 2023\nBy Pa girl from Trevorton pa \nOwns this car', ""At 80,000 the small engine block went out that was over $6000 to repair.... 13,000 miles later the transmission went out another $6,000. I always get it serviced when it is due so that's not the issue. The dealer told me this make and model is know for it mainly the 1.5 liter engine. Be aware! Now the auto stop start won't work and the exhaust is having issues. I'm highly upset.""]",3.8
2021 Chevrolet Equinox 1LT,"57,237 mi.",Auto Lux,3.8,(79 reviews),"$14,439",n/a,"['May 19, 2023\nBy Cathy sutts from Davie fl\nOwns this car', ""Had to replace fuel pump shortly after the purchase ... constantly getting stuck at locations because vehicle wouldn't \r\nstart ... now I'm hearing about recall for tires"", 'March 11, 2023\nBy Kamaran from Iraq erbil\nOwns this car', 'Nice car compare to price it has nice style and roomy inside i had 2009 i think both are nice even i was worried to buy first then took decessiin', 'December 25, 2022\nBy Rindy from Upper Sandusky, OH\nOwns this car', ""Very happy we bought this when we did! Rebate still in effect, & trade-in values higher than normal for our old vehicle.\r\nCouldn't be happier with this vehicle!\r\nExcellent value for the money. Easy to see why it's GM's best selling vehicle.""]",3.8
2016 BMW 328 i,"100,050 mi.",Prestige of Avenel,4.6,(404 reviews),"$13,995","Great Deal | $1,240 under","['May  7, 2023\nBy Iam an artist and have lots f free time to enjoy my driving my car up and down from seattle to california and canada! lots of fun and power. from seattle wa\nOwns this car', 'Absolutley one of the best cars I ever owned. BMW is the power Period. Mine is styled to the max with carbon fibers and sport wheels and so on. When I drive it out there every oe looks at it as if t is the m4 running around a real headd turner thanksto BMW. eASY TO CUSTOPISE IT TOO.\r\n\r\nLOVE MY CAR..WILL BUY EVEN BETTER MODEL NEXT 2 YEARS OR SO...', 'May 12, 2021\nBy Margaret from Marysville,  ca\nOwns this car', 'So many issues in the first 60 days! The dealership ignored my concerns with safety check obviously were not done. Bent rims, bad rotars brakes, screen went out.', 'March 30, 2021\nBy Javs from Bridgeport , CT\nOwns this car', 'This car is exactly what I was looking for. very happy with it. color and style is perfect. the car is in great condition . I will definitely recommend it.']",4.6
2017 Honda Accord LX,"70,409 mi.",Auto Expo Ent Inc,4.3,"(1,292 reviews)","$13,995",Good Deal | $172 under,"['April 24, 2023\nBy Vera from Parma, OH\nOwns this car', 'I like my car:\r\nWorks reliably, drove long distances without any problem.\r\n\r\nAfter 5 years, LED lighting stopped shining, but Honda Service replaced it, re-extending the warranty. Thanks, Bradley.', 'March  3, 2023\nBy Recently retired  from Bayamon, PR\nOwns this car', 'I’ve had a 2017 Accord Sport since new and I am completely satisfied with gas consuming and the auto performance. Service for the car has been all given at dealership where it was purchased', 'March 20, 2022\nBy Larry L from Charlotte, NC\nOwns this car', 'I purchased my black on black 2017 Accord EX-L Sedan with Navigation and Sensing Suite in early January 2020. I came from a 2003 Civic EX Sedan which was some serious technology shock for me.  After being in a horrible high speed car with a friend in his 2001 Civic LX Sedan and him dying the following it scared me. I wanted larger, heavier and modern safety features with comfort and fuel efficiency. But this is the most comfortable and nicest car that I have ever had the privilege of owning. Nit to mention for a big black sedan, Raven is just sexy.']",4.3
2014 Honda Accord EX-L,"193,890 mi.",DCH Paramus Honda,4.9,"(5,538 reviews)","$8,595",Great Deal | $144 under,"['December 25, 2022\nBy Bobby from Houston, Texas \nOwns this car', ""Be ready for things to break down. Have changed CVT, starter, catalytic converter. Car is prone to problems. Electrical issues seem possible but I haven't had too many issue with it. Bought it at 60k miles transmission went completely out at 150k. I'm at 220K miles right now and will see how it goes. Overall it's a good car somewhat reliable and I have gotten my moneys worth. I use this car for delivery use.  Bought this car for the brakes, brakes ended up being one of the worst parts of this car. Better than a lot of cars out there. Would prefer this car to a Camry or Corolla. I like the handling and the horsepower. The gas mileage is good. The front seats are very bad comfort wise while the backseats are good. Side mirrors give very bad distortion wise it's very hard to tell exactly whose in the lane next to you, you have to look multiple times and turn your head to be sure."", 'May 10, 2021\nBy Pax from New Windsor, NY\nOwns this car', 'Ex-l coupe. \nIt’s a honda\nComfort, style, quality, affordable to repair and readability.\nEtcetera, etcetera, etcetera.\n3.5 L engine has more omf.  Fun to drive. Ride is a bit ruff but not terrible.', 'March  4, 2021\nBy Virginia from No ne\nUsed to own this car', 'Everything best car I every owned . Love Him ndas great car for the money. Of I had the money I would buy one again']",5.0
2010 Scion tC ,"119,992 mi.",DCH Paramus Honda,4.9,"(5,538 reviews)","$7,395",Good Deal,"['December 30, 2022\nBy Scion from Provo\nOwns this car', 'I just bought this vehicle from its original owner in 2022! It has 101,000 miles and is in incredible condition. My mechanic was surprised and said he thought it looked like it was in REALLY good condition. I have done 3 road trips now over 1,000 miles each one and let me tell you this car is reliable! My German shepherd has a ton of extra room with the back seats laid down, my big dog loves this car. \r\nReliable, fuel efficient 30mpg freeway and overall comfort is amazing. It is surprisingly has low road noise and that shocked me being a coupe I thought it would be louder on highway speeds. \r\nIf you can find one today with under 200k miles for under 4k it’s a great deal! \r\nI got mine for 2,400!!!!', 'September 14, 2020\nBy mohin718 from queens village\nOwns this car', 'this car after 5 years will need a new engine becuase it burns like 8qts of oil between oil changes.   good for short term use thwm junk it.  toyota doesnt care.  If u dnt have warranty , they will just say sooryy good luck.', 'April 26, 2020\nBy Jamesgreenwoo from Lumberton\nOwns this car', 'The car is Funtastic I love it already got it up to a hundred and twenty five mile per hour on the highway great performance plenty of legroom lovely all power sunroof is great and love the cruise control most of all']",5.0
2012 Jeep Liberty Sport,"127,370 mi.",Euro Motor Haus,3.1,(58 reviews),"$5,894",n/a,"['May  7, 2023\nBy Emmanuel Alalibo  Gouldekeke 2 from Nigeria\nOwns this car', 'My jeep liberty 2012 is parked. It could only do 25km/hr on the road. Gas pedal not working anymore. Just 2616 miles. I need a help to cruise this car', 'April 22, 2023\nBy Robb from Illinois\nOwns this car', 'I love my Liberty! I was inspired to buy mine (used) after temporarily inheriting my Dad’s 2008 Liberty.\r\nI’ll comment on the 2008, then the 2012.\r\n2008:  Bought brand new out of the showroom; it was an everyday driver and has been very reliable.  No problems with the engine or transmission, 4-wheel drive works great.  Some very minor issues with the power window switch, it stopped working, but easy fix.  The AC takes a little while to cool the interior down, but it hasn’t been serviced or recharged.  This Liberty just turned 300,000 and is still running well!\r\n\r\n2012 bought used with 65,000.  This Liberty is also a daily driver.  The engine and Transmission are fine, no issues.  The 4-wheel drive system has been good as well.  Used it several times on snowy unplowed Wisconsin roads and it has been solid.  Holds skis, snowboards really well.  Biggest service item will be new tires.  One minor issue with the AM/FM radio, the receiver chip in the radio went bad, so no AM/FM.  But the CD and Jack work fine.  This Liberty just crossed 125,000 and is running like a champ.\r\n\r\nFinal note:  I hated the look and everything about the Liberty when my Dad bought his. Then I drove it.  Complete game changer; now I absolutely love it!', 'November  3, 2022\nBy Geido Zanetti from Georgia\nOwns this car', 'Bought this vehicle new for my daughter. Regular service and maintenance with no major issues. Vehicle currently has 167,000 and still going strong. Hope for least another 100,000.']",3.1
2018 Ford Fusion S,"31,214 mi.",Turn Auto Mall,n/a,(3 reviews),"$14,595",Good Deal,"['October 28, 2022\nBy Chris from Osceola, IN\nOwns this car', ""Have a 110k miles on my 2014 Fusion.  It never breaks, just keeps going.  Tires, breaks and oil changes that about it.  Have the 2.0L Turbo with FWD.  When I first got it I put 80k in the first four years but now I live close to work and don't put many miles on it.  Out of the 8 years I have it had nothing has broken, beside two fender benders.  Other cars I have sold after a few years but this one has been so good I kept it, I'm going to give it to my son when he is old enough to drive in a few years."", 'August 14, 2022\nBy Tara from Marietta, GA\nOwns this car', ""I bought this car used, after talking to many ford owners, most were really happy with their  Purchase. I Have owned this car for about a year and a 1/2. The transmission already had to get fixed.. A year later the wrench light comes back on and it seems to be a gear shift control module problem or a wiring problem. Of course this isn't covered under warranty. Now the cv joints are bad. I got it with 70,000 miles on it, now has 140,000 I only owned nissans, or honda's or toyota's in the past. It wasn't  until close to 200,000 did my axle or other problems needed to be fixed. Those cars were also easier and cheaper to fix. With no help and being on disability, this car has put a stop to me making extra money to buy food, go to the dr or pay for any necessities I need.  I  needed a reliable car to last me for a while so i can build money up. I really want to thank FORD and the unreliable reviews for making a junk car that i have to keep fixing. This car has put my health at an extreme risk. I am sad that this company will rip you off anyway they can.  My other car places would do anything and everything to help me.  After talking to a few other ford owners i just met, I also found out thay when they brought their vehicle into a dealership, they came out with more problems with their cars and of course NOT covered under warranty. I also want to mention, the first time i brought my car into dealership to have transmission work done, my car sat there for a month and half not being worked on because an employee quit and they didn't know who the car belonged to, or what it was in there for. The transmission got messed up after an accident. One year later the wrench light comes on. Not covered under warranty. They take no responsibilty. I told them i was sure the control module needed fixing then.  As far as corporate, they have a tendency to blow you off. As long as they make money, they are happy."", 'May  1, 2022\nBy Kylie from North Carolina, Greensboro\nUsed to own this car', 'So I got the 2018 Ford Fusion in 2019. Sadly I got into a wreck and it was totaled. But, overall a great car.s I only had this car for 3 years, originally had 24K miles and ended it with 61K. There were only a couple problems with one being my electric side completely shut off in the road randomly, and I couldn’t move my steering wheel at all. Luckily it was a cheap and easy fix and only took about a day. Other than that I had no problems with basic low tire pressure (which might have been my fault) I am trying to find a 2018 Ford Fusion in my new car search, highly suggest and cheap to insure!']",4.8
2014 Honda Accord Sport,"103,603 mi.",Showroom Auto Sales,3.2,(76 reviews),"$11,981",Great Deal | $738 under,"['December 25, 2022\nBy Bobby from Houston, Texas \nOwns this car', ""Be ready for things to break down. Have changed CVT, starter, catalytic converter. Car is prone to problems. Electrical issues seem possible but I haven't had too many issue with it. Bought it at 60k miles transmission went completely out at 150k. I'm at 220K miles right now and will see how it goes. Overall it's a good car somewhat reliable and I have gotten my moneys worth. I use this car for delivery use.  Bought this car for the brakes, brakes ended up being one of the worst parts of this car. Better than a lot of cars out there. Would prefer this car to a Camry or Corolla. I like the handling and the horsepower. The gas mileage is good. The front seats are very bad comfort wise while the backseats are good. Side mirrors give very bad distortion wise it's very hard to tell exactly whose in the lane next to you, you have to look multiple times and turn your head to be sure."", 'May 10, 2021\nBy Pax from New Windsor, NY\nOwns this car', 'Ex-l coupe. \nIt’s a honda\nComfort, style, quality, affordable to repair and readability.\nEtcetera, etcetera, etcetera.\n3.5 L engine has more omf.  Fun to drive. Ride is a bit ruff but not terrible.', 'March  4, 2021\nBy Virginia from No ne\nUsed to own this car', 'Everything best car I every owned . Love Him ndas great car for the money. Of I had the money I would buy one again']",3.2
2013 Audi A6 2.0T Premium Plus quattro,"109,605 mi.",Alpha Auto Sales,n/a,(0 reviews),"$10,757",Good Deal,"['June  1, 2020\nBy John from Wichita\nOwns this car', 'This Audi is beautiful, inside and out, with genuine  wood in the door panels, dash and center console, soft leather seats, and a massive amount of red light illumination  throughout  the front cockpit, that is fantastic while driving at night.  The exterior is sleek and stylish. The ride is smooth, however the low profile tires do ruin some of the ride atleast on kansas roads that are far from smooth. The engine has no vibrations and suspension seems tight . All in all this is as close to perfection as it gets, German cars are the best.', 'February  5, 2020\nBy Skier\nOwns this car', 'Very reliable family sedan that is also fun to drive. The quatro (All wheel drive) is very help full on winter roads in the mountain. Roomy comfortable interior with ample room for adults in the back seat as well.\nLike the bluetooth to stream music, Pandora etc. Hands free phone connection.', 'September  9, 2019\nBy Dream Machine from Fargo ND\nOwns this car', 'Have owned this car for the past three years and its a joy to drive.  Its very classy as well.  Will give you 100k more miles.']",4.8
2016 Nissan Altima 2.5 SR,"78,960 mi.",Alpha Auto Sales,n/a,(0 reviews),"$11,494",Good Deal | $115 under,"['June 27, 2022\nBy Michael from Butler, Pa\nOwns this car', 'I bought my 2016 Altima SL new with 2.5 motor. The SL model has some great options on it!\r\nI love this car!  39-47 highway (usually on trips 40 and up, 36 around town. Better than what it said I would get!\r\nVery comfortable, great acceleration. Not very many 2016 SL out there. Everything I wanted and with only 51,000 miles. Got lucky with this one!', 'May 14, 2021\nBy Katrina R from New York\nOwns this car', 'My main concern was to have a car that has enough space for my son and that was safe, this car meets all of my requirements and it’s safe as well! I’m completely happy with my purchase!!! Thank you.', 'April  2, 2021\nBy Xiomaraheatfan from West park, fl\nOwns this car', 'My Nissan Altima is a beautiful car. I’m in love with it. This will actually be my first Nissan, I’ve always had Hyundai’s but it’s good to change.']",4.7
1989 Mazda RX-7 ,"90,462 mi.",Brick City Motors,3.0,(85 reviews),"$7,995",n/a,[],3.0
2017 FIAT 500X Pop,"112,671 mi.",Brick City Motors,3.0,(85 reviews),"$11,995",Good Deal,"['February 11, 2023\nBy Keith Hezmalhalch from Napa, CA\nOwns this car', 'I put 66,000 miles on my first one before a roll-over accident. It was my daily driver & for weekend trips and was still going strong when it got rolled (no fault of the car!). When it rolled? It barely got dented! It saved my life. I now own a second one.\r\n\r\nConcerned about reliability? The Jeep Renegade is the EXACT same car with a different body! How many of those do you see every day! lol\r\n\r\nI\'m 67 and I\'ve owned and raced sports cars all my life.\r\nThis crossover handles nimble & quick w/no body roll. Suspension is firm but with a smooth ride. The electric power steering is TIGHT & satin-smooth, with a turning radius that is AMAZINGLY tight.\r\nIf your model has a backup camera, the ""guide"" lines turn w/the steering & are VERY accurate!\r\n\r\nIt gets good gas mileage and has very good driving position w/comfortable, adjustable seats for long trips. It can accommodate even the tallest person. It\'s loaded with a lot of standard features (w/personalization) that are normally found in more expensive cars. Some 500X models come w/heated steering wheel, seats and/or wipers and even anti-collision radar.\r\n\r\nIt\'s very quiet. No engine noise OR wind noise & nominal road noise. It\'s VERY roomy with a good-sized load area. Ive been able to fit very large items.\r\n\r\nThe 9speed automatic transmission & 2.4L engine give you great acceleration & pull at any speed. The shifting can be snappy in city driving but it\'s very smooth shifting on curvy roads or on the highway.\r\nI prefer a manual transmission, BUT this transmission has a SPORT mode which alters the shifting nicely & also a manual-shift features which works very good in SPORT mode.\r\n\r\nThe heater works quickly in cold weather and the A/C works great on the hottest days. It has TWO glove compartments. The smaller one is cooled and heated via the climate-control system.\r\n\r\nThe ""Beats"" audio system has the best ""stereo-imaging"" but the Bose system has better ""lows"" overall.\r\n\r\nI\'ve been VERY happy with this car, that\'s why I got the second one right after the accident!', 'November 20, 2020\nBy Debbymcg from Manchester, NH\nOwns this car', ""This is my second Fiat.  The first one saved my life in a front end collision on the highway.  I turned around and bought a second one immediately.  I've thoroughly enjoyed the comfort, safety and economy of this vehicle."", 'July 29, 2020\nBy GuyX from Chicago, IL\nOwns this car', ""I like it's style, detail designs in and out of the car. 2.4l engine, maybe the transmission is not the perfect smooth, but overall it has enough power for this 'small' SUV.""]",3.0
2011 Dodge Durango Crew,"131,992 mi.",Great Auto LLC,n/a,(3 reviews),"$8,999",Fair Deal,"['May 27, 2023\nBy Charles from Alpharetta, Ga.\nOwns this car', ""Had the Durango in the shop of the water pump, I haven't had to many issues with the vehicle since I purchased it in 2011 brand new. The main problem that I dislike is the transmission of the first year if the third generation, and a few design changes that were made. But the changes in transmission and design weren't that much of a difference to purchase a new one. I really enjoy the Durango."", 'October 21, 2022\nBy James from Shavertown pa\nOwns this car', 'Big problems with blend door than can cost $3000 because of dash removal! It direct cool air or close off for hot air with outside air\r\nLoads of computer errors \r\nWasn’t called a recall but a warranty extention  for cylinder 4misfire which needs a complete left side cylinder head. Warranty was 120,000 or until 2021 Google search for fact check\r\nWe own Jeep Grand Cherokee 2014 and Durango 2011 for about 8-10 years and it has the worst smelling cold air or hot air because of mold issues. No way to get at condenser to clean it. \r\nCheck every electronic thing even door locks, key fob , windows and don’t forget the scanner I use BlueDriver', 'November  8, 2020\nBy Hez\nUsed to own this car', 'had so many problems 2011 so that could be the reasoning  wouldn’t buy that old of a used car i guess 10 years old you would think it had time left but guess not']",4.6
2013 Subaru Forester 2.5X Premium,"101,600 mi.",Arrow Motors,4.8,(220 reviews),"$11,999",Great Deal | $318 under,"['June 27, 2022\nBy Mr. Bill from Washington DC  \nUsed to own this car', 'We had lots of trouble with ours and we met a lot of other owners who had trouble with oil leaks and engine replacements.  \r\nWhen they work, they are nice cars that make a lot of sense in a lot of different ways. \r\nThe engineering is just really bad.', 'June 15, 2022\nBy Nate from Louisville, KY\nUsed to own this car', 'After 40-50 thousand miles it will start consuming so much oil that you have to add oil every 1000 miles or so to keep it running without blowing a piston rod. Had to replace an engine in this car at 80k miles and that engine died from similar issues 2 years later. Not worth the headache. 2013 Forrester is the worst year to buy.', 'April 28, 2021\nBy Andymac314 from St.Louis Mo\nOwns this car', 'I’m not a foreign car person...but I got stuck with this thing and I tried to make the best of it..I’m a avid outdoorsman and the forester seemed like it would do well...but my engine threw a rod with 60,000 miles..I change my oil on time always and I handle all scheduled maintenance on time..the replacement engine is extremely expensive Vs an American motor...I wish I wasn’t stuck with this PoS']",5.0
2015 Nissan Juke S,"159,349 mi.",Arrow Motors,4.8,(220 reviews),"$8,499","Great Deal | $1,209 under","['December  4, 2020\nBy vladisr from Miami, FL\nOwns this car', 'Great gas mileage. Very stable and easy to park and drive.  Excellent car to commute. Beautiful car for the small family and traveling. Just love it.', 'June 26, 2020\nBy Julie from Philadelphia, PA\nOwns this car', 'This car is so stylish. I love the interior design. It goes from 0 to 60 mph in seconds! It’s extremely comfortable! I would recommend it', ""March  3, 2020\nBy SUZE' from CHRISTIANSTED VI\nOwns this car"", 'I LUV MY CAR....I UPGRADED FROM A 2 DR RAV 4 TO THIS...ONLY DRAWBACK IS THE LEGROOM IN BACK...PERFECT FOR YOUNG KIDS.AND AVERAGE HEIGHT ADULTS.']",5.0
2011 Volkswagen Jetta SportWagen S,"108,870 mi.",Cars Digital,3.6,(18 reviews),"$7,895",Great Deal | $445 under,"['November 12, 2020\nBy VW Jetta Super Fan from Buffalo, NY\nOwns this car', 'This car has been so reliable throughout the time I have owned it.  It is very well engineered, and from a functionality standpoint, it has exceeded my expectations.', 'April 17, 2020\nBy Mrmike from San Diego ca.\nOwns this car', 'Very nice for a 2011 less than 50 thousand miles on it every thing works great even the sun roof works perfect and lots of power great gas mileage now if I get a chance to road trip it', 'March 13, 2020\nBy Jon R from Charlotte, NC\nOwns this car', 'This Jetta Sportwagen gets 40+ mpg and does not have any problems.  This is the most dependable car I have ever owned, and I have owned quite a few cars and drive them hundreds of thousands of miles.  This Jetta TDI has 170,000+ miles and not a bit of trouble so far.']",3.6
2002 Porsche Boxster Base,"113,000 mi.",Auto Legend Inc,n/a,(5 reviews),"$11,999",Good Deal,"['February  4, 2021\nBy Dean from Larkspur, Ca\nOwns this car', 'My car had the IMS bearing replaced.  With that said it has been a very reliable car.  I use it as an everyday driver and also on the autocross track for fun.  It now has 75k miles and is still a very trusted driver.  I love this car!', 'September  3, 2020\nBy TalkBoxster from Lost Coast CA\nOwns this car', 'Reliability, ease of maintenance, fuel economy, ergonomics, I don’t see what’s not to love about the first generation Boxster. I even decided to keep my 986 boxster over a performance tuned 996 turbo... that’s how much I like this platform. It’s a wonderful design and doesn’t seem to get the attention it deserves. I’ve daily driven my boxster extensively over the past year, road tripping from Colorado to Florida to California and even down to Arizona. Miles of smiles.', 'June 25, 2020\nBy Trosario from Houston, TX\nOwns this car', 'Zippy and Corners like a champ- perfect for sunny days soaking up that vitamin D!!  Easy to maintain and  turns heads every time I drive it!']",4.7
2010 Kia Forte SX,"98,891 mi.",B & B Auto,n/a,(23 reviews),"$6,495",Good Deal,"['May 28, 2022\nBy Beverly from Cocoa FL\nOwns this car', ""I am blessed that someone gave me my 2010 Kia Forte.  It has been a great car up until the fan control knob broke.  I was thinking, just take the knob off and use vice grips to work the fan. ( everything else works great)  But, no, the whole control panel has to be replaced.  For ONE broken knob!  This was a dumb design.  I took it to my local Kia dealer, and was told it would be approximately $500(parts and labor) to fix it.  I don't have that kind of money, and because I am on disability, won't be able to for months.  I know it an older model car, and I appreciate having it, but if I ever get to the time when I have to replace it, I won't get another Kia.  I hope that the newer Kias have better designed controls for the environment panel.  Replacing everything for one knob is nuts."", 'November 30, 2020\nBy Car Junky from Seattle, WA\nUsed to own this car', 'Very comfortable at 6’1 Just a really well thought out and built car. I have sold my first 2010 Kia as it was an extra car, I’ve just purchased another, that’s how much I like it.', 'November  8, 2019\nBy Crocowdile from Katy, TX\nUsed to own this car', 'I was hesitant to buy a car made outside of the US, but the 10 year warranty made me visit the dealership, after the test drive and looking at all the features and price, I had to take it home.']",4.6
2010 Honda Accord EX-L,"118,380 mi.",GSM Auto Sales,n/a,(4 reviews),"$11,995",Fair Deal,"['October 17, 2022\nBy Bryan G from Canooga Park CA\nUsed to own this car', 'I had a 1997 and 2001 Accord with the 4-cylinder engine.  Basically, the same car and they both destroyed themselves. The 97 w/210,000 miles oil starvation from oil pump failure. 2001 245,000 head gasket let go. Otherwise, these cars were great with low maintenance.', 'April  7, 2022\nBy Drum Major from Hillsdale, NJ\nOwns this car', 'This is my 5th Accord. I have owned one since 1987. Each time I have purchased a used model. I bought my current 2010 Accord with 125,000 miles on it 4 years ago. It now has 180,000 miles and just past inspection. Burns no oil. Has NO leaks (oil, rain or otherwise). No ""idiot"" lights on the dashboard, and rides like new. In 35 years (and 5 Accords) I have NEVER been stuck! Not once! \r\n\r\nDon\'t get too hung up on any negative details you might see or hear of. The resale value is near the best. The gas mileage is more than decent. I am over 6 feet tall and the driver\'s seat in more comfortable and supportive than any other vehicle I have sat in. This includes BMW, Lexus, Mercedes and Cadillac. As for dependability, it just might be the best. If you\'re in the market for a used car, I suggest that you at very least, test drive one.', 'April  3, 2021\nBy tbennett27253 from Graham, NC\nOwns this car', 'I just got it for my granddaughter so she could get a job. My complaint is that the salesman promised a 3.3% interest rate based on my credit score and Steve West wrote it up as 13.29%.']",4.4
