,Name,Mileage,Dealer Name,Rating,Review Count,Price,Year,Make,Model,Type
2302,2010 MINI Cooper S S,"57,014 mi.",Carfornia.com,4.140820980615735,(1 review),10497.0,2010,MINI,Cooper,S S
2303,2003 Dodge Dakota SLT,"126,185 mi.",Pritchard Auto Garner,4.140820980615735,(0 reviews),6995.0,2003,Dodge,Dakota,SLT
2304,2005 Kia Sedona EX,"121,506 mi.",Unkown,4.140820980615735,0,1500.0,2005,Kia,Sedona,EX
2305,2011 Cadillac Escalade Luxury,"159,065 mi.",Jeds Auto Sales LLC,4.140820980615735,(0 reviews),9995.0,2011,Cadillac,Escalade,Luxury
2306,2018 Mitsubishi Mirage ES,"26,352 mi.",Midway Auto & RV,4.140820980615735,(0 reviews),14675.0,2018,Mitsubishi,Mirage,ES
2307,2015 Dodge Challenger SXT,"111,733 mi.",United Auto,4.140820980615735,(3 reviews),12995.0,2015,Dodge,Challenger,SXT
2308,2013 Volvo C30 T5 R-Design Premier Plus,"190,504 mi.",Auto Direct Wholesale Center,4.140820980615735,(6 reviews),8000.0,2013,Volvo,C30,T5 R-Design Premier Plus
2309,2016 Ford Focus SE,"68,028 mi.",Mercedes-Benz of Des Moines,4.5,(406 reviews),12826.0,2016,Ford,Focus,SE
2310,2008 Audi A4 2.0T Special Edition,"120,961 mi.",AlwaysSold123,4.140820980615735,(6 reviews),5999.0,2008,Audi,A4,2.0T Special Edition
2311,2011 Cadillac Escalade ESV Base,"154,475 mi.",Camargo Cadillac,4.140820980615735,(32 reviews),13988.0,2011,Cadillac,Escalade,ESV Base
2312,2010 Mercedes-Benz E-Class E 350,"63,656 mi.",Morrie's Onalaska Chevrolet,4.140820980615735,(52 reviews),13999.0,2010,Mercedes-Benz,E-Class,E 350
2313,1992 Toyota Pickup Truck Deluxe V6,"160,354 mi.",McManus Auto Sales,4.140820980615735,(0 reviews),12950.0,1992,Toyota,Pickup,Truck Deluxe V6
2314,2014 BMW 320 i,"116,557 mi.",Arizona Pre-Owned Auto Sales,4.140820980615735,(0 reviews),11999.0,2014,BMW,320,i
2315,2008 INFINITI FX35 ,"169,032 mi.",Suburban Honda,4.6,(989 reviews),7238.0,2008,INFINITI,FX35,
2316,2012 Audi A6 3.0 Premium quattro,"139,954 mi.",Automall Collection,4.140820980615735,(147 reviews),10900.0,2012,Audi,A6,3.0 Premium quattro
2317,2013 Nissan Altima 2.5 S,"260,480 mi.",Mitch Smith Chevrolet,1.7,(126 reviews),5999.0,2013,Nissan,Altima,2.5 S
2318,2012 Honda Crosstour EX-L,"132,495 mi.",Velocity Autos,3.0,(15 reviews),8995.0,2012,Honda,Crosstour,EX-L
2319,2012 Buick Regal Premium 1,"62,044 mi.",Van Bortel Village Motors,4.140820980615735,0,12900.0,2012,Buick,Regal,Premium 1
2320,1998 Lexus SC 300 Base (A4),"89,443 mi.",Sarasota Toyota,3.2,(64 reviews),14898.0,1998,Lexus,SC,300 Base (A4)
2321,2017 Kia Soul Base,"88,329 mi.",Tim's Auto,4.140820980615735,(1 review),14488.0,2017,Kia,Soul,Base
2322,2013 Chevrolet Sonic LT,"87,497 mi.",South Texas American Auto,4.140820980615735,(3 reviews),6699.0,2013,Chevrolet,Sonic,LT
2323,2018 Nissan Versa 1.6 SV,"113,515 mi.",Premier Auto Group,4.4,(132 reviews),10995.0,2018,Nissan,Versa,1.6 SV
2324,2019 Nissan Kicks S,"45,643 mi.",Faris Auto Mall,4.140820980615735,(2 reviews),14990.0,2019,Nissan,Kicks,S
2325,2012 Ford Escape XLT,"42,692 mi.",Don Mealey Chevrolet,4.5,"(1,018 reviews)",11992.0,2012,Ford,Escape,XLT
2326,2014 Ford Explorer Base,"99,428 mi.",McDarby Motors,4.140820980615735,(55 reviews),10995.0,2014,Ford,Explorer,Base
2327,2007 Toyota Yaris Base,"85,272 mi.",Lithia Toyota of Springfield,4.8,"(1,475 reviews)",10288.0,2007,Toyota,Yaris,Base
2328,2000 Chevrolet Monte Carlo SS,"66,385 mi.",Victory Motors of Colorado,3.3,(253 reviews),10999.0,2000,Chevrolet,Monte,Carlo SS
2329,2016 Chevrolet Cruze LS Automatic,"80,587 mi.",Boardman Subaru,4.9,"(1,626 reviews)",12545.0,2016,Chevrolet,Cruze,LS Automatic
2330,2008 Audi A4 2.0T,"105,091 mi.",AutoNation USA Kennesaw,4.8,(49 reviews),7131.0,2008,Audi,A4,2.0T
2331,2017 Acura ILX AcuraWatch Plus Package,"118,817 mi.",Metro Motors LLC,4.140820980615735,(1 review),13500.0,2017,Acura,ILX,AcuraWatch Plus Package
2332,2008 Lexus LS 460 Base,"140,227 mi.",5 Stars Auto Sales,4.140820980615735,(7 reviews),9490.0,2008,Lexus,LS,460 Base
2333,2014 Nissan Altima 2.5 SL,"81,656 mi.",Image Auto Sales,4.140820980615735,(3 reviews),12995.0,2014,Nissan,Altima,2.5 SL
2334,2006 GMC Envoy ,"113,674 mi.",Central FL Motors LLC,4.0,(38 reviews),4600.0,2006,GMC,Envoy,
2335,2011 Buick Lucerne CX,"144,031 mi.",Ramsey Corp. Com,3.0,(142 reviews),6799.0,2011,Buick,Lucerne,CX
2336,2016 Kia Cadenza Premium,"47,453 mi.",AutoNation Honda Fremont,4.7,"(2,645 reviews)",14355.0,2016,Kia,Cadenza,Premium
2337,2013 Nissan Altima 2.5 S,"260,480 mi.",Mitch Smith Chevrolet,1.7,(126 reviews),5999.0,2013,Nissan,Altima,2.5 S
2338,2014 Nissan Juke SL,"116,677 mi.",DriveTime of Taylor,4.140820980615735,0,14895.0,2014,Nissan,Juke,SL
2339,2017 Chevrolet Sonic LT,"48,031 mi.",CarMax Boise (Meridian) - Offering Express Pickup and Home Delivery,4.140820980615735,(4 reviews),14998.0,2017,Chevrolet,Sonic,LT
2340,1994 Chevrolet Corvette ,"55,722 mi.",Willis Automotive,4.6,"(1,997 reviews)",14999.0,1994,Chevrolet,Corvette,
2341,2012 Hyundai Sonata Limited 2.0T,"94,381 mi.",Elgin Hyundai,4.6,"(2,326 reviews)",9554.0,2012,Hyundai,Sonata,Limited 2.0T
2342,2015 Jeep Patriot High Altitude,"80,073 mi.",Bill Marsh Ford Gaylord,4.140820980615735,(3 reviews),15000.0,2015,Jeep,Patriot,High Altitude
2343,2015 Cadillac ATS 2.0L Turbo Luxury,"85,764 mi.",Crown Nissan of Greenville,3.1,(402 reviews),14981.0,2015,Cadillac,ATS,2.0L Turbo Luxury
2344,2008 Audi S8 5.2 quattro,"97,277 mi.",CRS 1 LLC,1.9,(14 reviews),10999.0,2008,Audi,S8,5.2 quattro
2345,2013 FIAT 500 Pop,"78,120 mi.",Willy Herold Automotive,4.140820980615735,(27 reviews),8995.0,2013,FIAT,500,Pop
2346,2018 Ford Taurus SEL,"102,856 mi.",Kunes Ford of Delavan,4.3,"(1,297 reviews)",14989.0,2018,Ford,Taurus,SEL
2347,2016 Volvo V60 Cross Country T5,"153,978 mi.",Thornton Chrysler Dodge Jeep Ram,4.8,(75 reviews),13977.0,2016,Volvo,V60,Cross Country T5
2348,2018 Chevrolet Cruze LS,"79,158 mi.",Jeff Wyler Columbus Auto Mall,3.9,"(1,002 reviews)",11949.0,2018,Chevrolet,Cruze,LS
2349,2012 Lexus LS 460 L,"126,855 mi.",Reliable Car Connection,4.140820980615735,(1 review),12795.0,2012,Lexus,LS,460 L
2350,2004 Jeep Wrangler Rubicon,"187,987 mi.",Northport Motors LLC,4.140820980615735,(1 review),10995.0,2004,Jeep,Wrangler,Rubicon
2351,2016 Chevrolet Spark 1LT,"34,761 mi.",Serpentini Chevrolet Willoughby,4.1,"(1,034 reviews)",12995.0,2016,Chevrolet,Spark,1LT
2352,2005 Ford Excursion XLT,"185,190 mi.",Cars Plus Credit,2.3,(159 reviews),11995.0,2005,Ford,Excursion,XLT
2353,2010 Nissan Maxima SV,"126,561 mi.",Rochester Mazda,4.140820980615735,(59 reviews),8998.0,2010,Nissan,Maxima,SV
2354,2001 Porsche Boxster Base (M5),"82,000 mi.",Switchcars.com,4.140820980615735,(21 reviews),13980.0,2001,Porsche,Boxster,Base (M5)
2355,2001 Mercury Grand Marquis GS,"41,360 mi.",Joshua Motor Car Co Inc,5.0,(25 reviews),8995.0,2001,Mercury,Grand,Marquis GS
2356,2014 Mazda Mazda3 i Sport,"119,015 mi.",Car World,3.5,(43 reviews),10995.0,2014,Mazda,Mazda3,i Sport
2357,2004 MINI Cooper S Base,"160,635 mi.",MC Auto Mart LLC,4.140820980615735,0,3999.0,2004,MINI,Cooper,S Base
2358,2011 Chevrolet Equinox LT,"122,374 mi.",Greenway Mazda,4.6,(425 reviews),8483.0,2011,Chevrolet,Equinox,LT
2359,2009 Nissan Murano S,"116,985 mi.",Cash For Cars,4.140820980615735,(9 reviews),6990.0,2009,Nissan,Murano,S
2360,2004 Toyota 4Runner Limited,"212,681 mi.",Rochester Car Clearance,4.9,(25 reviews),6592.0,2004,Toyota,4Runner,Limited
2361,2015 Hyundai Sonata Hybrid Base,"118,987 mi.",Arizona Pre-Owned Auto Sales,4.140820980615735,(0 reviews),10999.0,2015,Hyundai,Sonata,Hybrid Base
2362,2005 Nissan Xterra SE,"212,229 mi.",Sawmill Auto Sales,4.0,(16 reviews),2900.0,2005,Nissan,Xterra,SE
2363,2016 Dodge Grand Caravan AVP/SE,"58,152 mi.",Unkown,4.140820980615735,0,9500.0,2016,Dodge,Grand,Caravan AVP/SE
2364,2006 Audi A4 2.0T quattro,"91,854 mi.",DAMS AUTO LLC,4.140820980615735,(3 reviews),5990.0,2006,Audi,A4,2.0T quattro
2365,2021 Kia Rio S,"46,215 mi.",David Stanley Chrysler Jeep Dodge RAM,4.4,"(2,870 reviews)",12988.0,2021,Kia,Rio,S
2366,2014 GMC Yukon XL Denali,"181,210 mi.",Rebel Automotives,4.140820980615735,(0 reviews),13995.0,2014,GMC,Yukon,XL Denali
2367,2007 Pontiac Grand Prix Base,"159,795 mi.",All Cars & Trucks,3.9,(24 reviews),2990.0,2007,Pontiac,Grand,Prix Base
2368,2006 Toyota Matrix Xr AWD,"180,156 mi.",Walser Nissan Wayzata,4.1,(486 reviews),6998.0,2006,Toyota,Matrix,Xr AWD
2369,2000 Ford Excursion Limited,"113,140 mi.",Bracken Motors,4.6,(9 reviews),10900.0,2000,Ford,Excursion,Limited
2370,2007 Toyota Tundra SR5,"152,795 mi.",Complete Auto Center Inc,4.140820980615735,(0 reviews),14999.0,2007,Toyota,Tundra,SR5
2371,2014 Chrysler 300C Base,"107,005 mi.",Car N Drive Auto,3.9,(8 reviews),8999.0,2014,Chrysler,300C,Base
2372,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,"114,179 mi.",Mossy Volkswagen Escondido,4.140820980615735,(44 reviews),13488.0,2014,Volkswagen,Passat,2.0L TDI DSG SEL Premium
2373,2009 Volkswagen Rabbit S,"70,844 mi.",Affinity Auto Sales,4.140820980615735,(47 reviews),9995.0,2009,Volkswagen,Rabbit,S
2374,2006 Chrysler 300C Base,"85,572 mi.",Arizona Signature Motorsports,4.140820980615735,(0 reviews),11995.0,2006,Chrysler,300C,Base
2375,2003 Hummer H2 Base,"136,642 mi.",Trucks Plus,4.140820980615735,(2 reviews),10991.0,2003,Hummer,H2,Base
2376,2015 Mitsubishi Outlander Sport SE,"90,314 mi.",Hallmark Motors,4.140820980615735,(2 reviews),13995.0,2015,Mitsubishi,Outlander,Sport SE
2377,2006 Toyota Sequoia Limited,"218,068 mi.",AutoNation Toyota Buena Park,4.6,"(1,708 reviews)",9495.0,2006,Toyota,Sequoia,Limited
2378,2016 Buick Encore Base,"139,683 mi.",Three Rivers Automotive,4.140820980615735,(17 reviews),9925.0,2016,Buick,Encore,Base
2379,2014 Chevrolet Equinox 2LT,"105,931 mi.",Mauer Main Chevrolet,4.140820980615735,(2 reviews),13995.0,2014,Chevrolet,Equinox,2LT
2380,2010 Chevrolet Traverse LT,"112,743 mi.",Gateway Chevrolet Cadillac,4.9,"(4,616 reviews)",10500.0,2010,Chevrolet,Traverse,LT
2381,2011 Ford F-150 Lariat,"184,809 mi.",Twin Rivers Ford Inc.,4.140820980615735,(0 reviews),13995.0,2011,Ford,F-150,Lariat
2382,2013 Nissan Rogue S,"133,153 mi.",Patriot Auto Group LLC,4.140820980615735,(2 reviews),7995.0,2013,Nissan,Rogue,S
2383,2014 Mazda Mazda3 i Sport,"74,741 mi.",Luxury Imports,4.140820980615735,(225 reviews),10995.0,2014,Mazda,Mazda3,i Sport
2384,2018 Buick Encore Essence,"98,349 mi.",Corwin Ford of Tri-Cities,4.3,"(2,194 reviews)",13500.0,2018,Buick,Encore,Essence
2385,2017 Dodge Grand Caravan SE,"126,113 mi.",Krapohl Ford Lincoln,4.4,(362 reviews),10670.0,2017,Dodge,Grand,Caravan SE
2386,2014 BMW 328 i xDrive,"90,284 mi.",BMW of South Albany,4.140820980615735,(163 reviews),14974.0,2014,BMW,328,i xDrive
2387,2001 Volvo S40 Sport Edition,"95,051 mi.",Pristine Autoplex,4.140820980615735,(3 reviews),5490.0,2001,Volvo,S40,Sport Edition
2388,2013 Suzuki Grand Vitara Limited,"49,710 mi.",AlwaysSold123,4.140820980615735,(6 reviews),9995.0,2013,Suzuki,Grand,Vitara Limited
2389,2012 Nissan Murano LE,"154,018 mi.",Central FL Motors LLC,4.0,(38 reviews),4995.0,2012,Nissan,Murano,LE
2390,2014 INFINITI QX60 Base,"122,849 mi.",O'Brien Honda of Bloomington,4.7,(213 reviews),13800.0,2014,INFINITI,QX60,Base
2391,2013 GMC Yukon XL 1500 SLT,"196,108 mi.",Nels Gunderson Chevrolet,4.140820980615735,(14 reviews),12900.0,2013,GMC,Yukon,XL 1500 SLT
2392,2005 Honda Accord LX,"60,148 mi.",Marty's Auto,4.140820980615735,(41 reviews),8990.0,2005,Honda,Accord,LX
2393,2000 Chevrolet Express 2500 Cargo,"209,463 mi.",Autos by Tom,4.1,(13 reviews),6995.0,2000,Chevrolet,Express,2500 Cargo
2394,2013 Volvo C70 T5 Platinum,"100,428 mi.",Boch Honda,4.4,"(2,492 reviews)",14650.0,2013,Volvo,C70,T5 Platinum
2395,2012 BMW 328 xDrive,"122,126 mi.",Metro Motors LLC,4.140820980615735,(1 review),9990.0,2012,BMW,328,xDrive
2396,2011 MINI Cooper S Countryman Base,"101,598 mi.",Houdek Auto Center,4.140820980615735,(55 reviews),10695.0,2011,MINI,Cooper,S Countryman Base
2397,2012 Kia Forte LX,"60,644 mi.",Williston Economy Motors,4.2,(15 reviews),8985.0,2012,Kia,Forte,LX
2398,2009 Audi TT 2.0T,"61,500 mi.",Unkown,4.140820980615735,0,12000.0,2009,Audi,TT,2.0T
2399,2011 Cadillac CTS Premium,"92,897 mi.",Baum Chevrolet Buick,4.140820980615735,(322 reviews),11990.0,2011,Cadillac,CTS,Premium
2400,2011 Toyota Sienna XLE,"139,520 mi.",Elk Grove Dodge Chrysler Jeep Ram,4.7,"(1,151 reviews)",14495.0,2011,Toyota,Sienna,XLE
2401,2016 Hyundai Veloster Turbo,"66,249 mi.",Gray's Used Cars,4.5,(70 reviews),9250.0,2016,Hyundai,Veloster,Turbo
2402,2016 Hyundai Sonata SE,"99,752 mi.",Cars 4 U of Missoula,4.140820980615735,0,13890.0,2016,Hyundai,Sonata,SE
2403,2013 BMW 528 i xDrive,"117,476 mi.",DSA Motor Sports Corp,4.140820980615735,(4 reviews),11995.0,2013,BMW,528,i xDrive
2404,2017 Chevrolet Cruze LT,"96,158 mi.",Gateway Chevrolet Cadillac,4.9,"(4,616 reviews)",13531.0,2017,Chevrolet,Cruze,LT
2405,2016 Scion iM Base,"109,040 mi.",STG Auto Group of Montclair,4.4,"(1,462 reviews)",13899.0,2016,Scion,iM,Base
2406,1998 Jaguar XK8 ,"80,894 mi.",Divan Auto Group,4.1,(188 reviews),7990.0,1998,Jaguar,XK8,
2407,2010 GMC Yukon Denali,"116,585 mi.",Louisville Cars & Trucks,4.140820980615735,(14 reviews),14995.0,2010,GMC,Yukon,Denali
2408,2013 Nissan Xterra S,"116,462 mi.",Corwin Ford of Spokane,4.8,(307 reviews),13705.0,2013,Nissan,Xterra,S
2409,2017 Chevrolet Malibu 1LT,"113,958 mi.",Auto Boutique,4.8,"(1,074 reviews)",10000.0,2017,Chevrolet,Malibu,1LT
2410,2012 Kia Forte EX,"114,281 mi.",Hudson Autoworks LLC,4.140820980615735,(3 reviews),8593.0,2012,Kia,Forte,EX
2411,2011 Dodge Durango Citadel,"183,876 mi.",Brown's West Branch Chrysler Dodge Jeep & Ram,4.7,(74 reviews),11997.0,2011,Dodge,Durango,Citadel
2412,2012 Ford Escape XLT,"107,573 mi.",Sundance Chevrolet,4.8,"(9,373 reviews)",9300.0,2012,Ford,Escape,XLT
2413,2016 Mazda Mazda3 i Sport,"102,778 mi.",Dearth Chrysler Dodge Jeep Ram,4.140820980615735,(49 reviews),12897.0,2016,Mazda,Mazda3,i Sport
2414,2015 Acura RDX Base,"79,794 mi.",Infinite Routes Auto,4.140820980615735,(2 reviews),14995.0,2015,Acura,RDX,Base
2415,2006 Lexus ES 330 ,"188,903 mi.",Lets Go Auto,5.0,(15 reviews),6995.0,2006,Lexus,ES,330 
2416,2008 Jeep Wrangler Unlimited Sahara,"128,822 mi.",Gordie Boucher Village Ford of Thiensville,4.8,(552 reviews),14995.0,2008,Jeep,Wrangler,Unlimited Sahara
2417,2010 Nissan Sentra 2.0 S,"56,769 mi.",Reliable Auto Sales,4.140820980615735,(32 reviews),9150.0,2010,Nissan,Sentra,2.0 S
2418,2013 Audi Q7 3.0T S line Prestige,"149,399 mi.",Volkswagen Of Fort Myers,4.8,(208 reviews),11999.0,2013,Audi,Q7,3.0T S line Prestige
2419,2005 Dodge Dakota SLT,"78,955 mi.",MemberCar,4.7,(589 reviews),12500.0,2005,Dodge,Dakota,SLT
2420,2017 Nissan Rogue Sport S,"127,839 mi.",Jim Glover Dodge Chrysler Jeep Ram Fiat,4.7,"(1,525 reviews)",14157.0,2017,Nissan,Rogue,Sport S
2421,2015 FIAT 500 Pop,"38,408 mi.",Elk Grove Subaru,4.9,"(1,663 reviews)",9988.0,2015,FIAT,500,Pop
2422,2012 Volvo XC70 ,"113,000 mi.",European Motors,4.140820980615735,(37 reviews),14800.0,2012,Volvo,XC70,
2423,2011 Ford F-150 Lariat,"218,535 mi.",Dan Deery Toyota,4.6,"(1,066 reviews)",6700.0,2011,Ford,F-150,Lariat
2424,2011 Mercedes-Benz E-Class E 550,"104,245 mi.",CarLink Fort Myers,4.140820980615735,(2 reviews),12900.0,2011,Mercedes-Benz,E-Class,E 550
2425,2016 Mazda Mazda3 i Sport,"68,212 mi.",Schoepp Motors - Northeast,4.8,(281 reviews),14990.0,2016,Mazda,Mazda3,i Sport
2426,2015 Jeep Patriot Altitude,"101,005 mi.",Elite Auto Wholesale Inc.,4.140820980615735,(2 reviews),10838.0,2015,Jeep,Patriot,Altitude
2427,2006 Dodge Ram 1500 ST,"131,555 mi.",East Coast Autoz,4.140820980615735,(1 review),8495.0,2006,Dodge,Ram,1500 ST
2428,2017 Nissan Versa 1.6 SV,"120,539 mi.",Advantage Auto Sales,4.2,(19 reviews),10995.0,2017,Nissan,Versa,1.6 SV
2429,2015 Acura ILX 2.0L,"167,079 mi.",M & M Automotive LLC,4.140820980615735,(5 reviews),8995.0,2015,Acura,ILX,2.0L
2430,2007 Buick LaCrosse CX,"34,433 mi.",Premier Automotive,4.0,(397 reviews),8995.0,2007,Buick,LaCrosse,CX
2431,2017 Chevrolet Impala 1LT,"170,753 mi.",M & M Automotive LLC,4.140820980615735,(5 reviews),8995.0,2017,Chevrolet,Impala,1LT
2432,2013 Volkswagen Passat 2.0 TDI SE w/ Sunroof,"133,112 mi.",Best Auto Sales Inc,4.140820980615735,(38 reviews),7900.0,2013,Volkswagen,Passat,2.0 TDI SE w/ Sunroof
2433,2005 Chrysler Sebring Limited,"58,951 mi.",S&L Ford,4.140820980615735,(1 review),8995.0,2005,Chrysler,Sebring,Limited
2434,2010 Nissan Maxima S,"95,669 mi.",DCH Academy Honda,4.7,"(7,845 reviews)",6995.0,2010,Nissan,Maxima,S
2435,2019 Chevrolet Trax LS,"71,552 mi.",Excalibur Auto Group Inc,4.4,(128 reviews),14890.0,2019,Chevrolet,Trax,LS
2436,2011 Mazda RX-8 Grand Touring,"101,505 mi.",Zoom Auto,4.140820980615735,(45 reviews),13995.0,2011,Mazda,RX-8,Grand Touring
2437,2010 Scion tC Release Series 6.0,"120,010 mi.",Unkown,4.140820980615735,0,8499.0,2010,Scion,tC,Release Series 6.0
2438,2016 Hyundai Veloster Turbo,"111,146 mi.",Keller's Auto Sales,4.140820980615735,(49 reviews),10850.0,2016,Hyundai,Veloster,Turbo
2439,2010 Lexus RX 350 Base,"139,840 mi.",Valley Imports Mercedes-Benz,4.140820980615735,0,13975.0,2010,Lexus,RX,350 Base
2440,1995 Acura Integra GS-R,"122,000 mi.",Unkown,4.140820980615735,0,15000.0,1995,Acura,Integra,GS-R
2441,2015 FIAT 500 Pop,"38,408 mi.",Elk Grove Subaru,4.9,"(1,663 reviews)",9988.0,2015,FIAT,500,Pop
2442,2010 Chevrolet Malibu LS,"236,552 mi.",Motorcarsonline.com Kalamazoo,4.7,(78 reviews),2450.0,2010,Chevrolet,Malibu,LS
2443,2015 GMC Acadia SLE-1,"130,617 mi.",Go Auto of Oklahoma City,4.140820980615735,(3 reviews),9995.0,2015,GMC,Acadia,SLE-1
2444,2012 Mitsubishi Outlander Sport ES,"83,172 mi.",Bergstrom Imports on Victory Lane,4.140820980615735,(398 reviews),9575.0,2012,Mitsubishi,Outlander,Sport ES
2445,2006 Nissan 350Z Touring,"63,372 mi.",South Colorado Motors,4.140820980615735,(0 reviews),13831.0,2006,Nissan,350Z,Touring
2446,2016 Buick Enclave Leather,"118,439 mi.",Auto Locators,4.140820980615735,(9 reviews),13995.0,2016,Buick,Enclave,Leather
2447,2014 Jeep Grand Cherokee Laredo,"113,898 mi.",Vandross Auto Sales,4.140820980615735,(108 reviews),14895.0,2014,Jeep,Grand,Cherokee Laredo
2448,2018 Nissan Kicks S,"110,020 mi.",Woodrum Automotive Inc,4.140820980615735,(26 reviews),13995.0,2018,Nissan,Kicks,S
2449,2008 Honda Element EX,"147,892 mi.",International Auto Outlet,2.1,(193 reviews),10995.0,2008,Honda,Element,EX
2450,2009 Subaru Tribeca Limited 5-Passenger,"73,516 mi.",Spitzer Motors,3.0,(16 reviews),12923.0,2009,Subaru,Tribeca,Limited 5-Passenger
2451,2016 Hyundai Elantra SE,"119,674 mi.",Cars 4 U of Missoula,4.140820980615735,0,10990.0,2016,Hyundai,Elantra,SE
2452,2015 Ford Expedition EL XLT,"161,294 mi.",Mike Murphy Ford,4.8,"(3,916 reviews)",14995.0,2015,Ford,Expedition,EL XLT
2453,2012 Audi Q5 3.2 Prestige quattro,"106,261 mi.",Certified Benz & Beemer,4.9,"(12,461 reviews)",13500.0,2012,Audi,Q5,3.2 Prestige quattro
2454,2010 Mazda MX-5 Miata Sport,"72,047 mi.",Imperial Motor Company,4.6,(14 reviews),11995.0,2010,Mazda,MX-5,Miata Sport
2455,2014 Hyundai Santa Fe Limited,"137,754 mi.",Sanford INFINITI,4.9,"(1,049 reviews)",9900.0,2014,Hyundai,Santa,Fe Limited
2456,2017 Hyundai Elantra SE,"43,829 mi.",Ray Laks Honda,4.1,(241 reviews),14120.0,2017,Hyundai,Elantra,SE
2457,2015 Chevrolet Cruze 1LT,"72,867 mi.",Clay Maxey Ford of Berryville,4.140820980615735,(29 reviews),12430.0,2015,Chevrolet,Cruze,1LT
2458,2006 BMW 325 i,"152,571 mi.",Bexley Motorcar Co.,4.5,(80 reviews),5950.0,2006,BMW,325,i
2459,2002 Mercedes-Benz C-Class C320,"50,896 mi.",Select Motors,3.9,(54 reviews),10999.0,2002,Mercedes-Benz,C-Class,C320
2460,2015 Chevrolet Impala 1LT,"57,353 mi.",Loehmann-Blasius Chevrolet,4.0,(759 reviews),14994.0,2015,Chevrolet,Impala,1LT
2461,2011 Chevrolet Tahoe LT,"156,154 mi.",Dutch's Ford,4.8,(129 reviews),13990.0,2011,Chevrolet,Tahoe,LT
2462,2012 Audi A4 2.0T Premium quattro,"111,422 mi.",Bumble Auto,5.0,(159 reviews),10995.0,2012,Audi,A4,2.0T Premium quattro
2463,1992 Jeep Wrangler 4WD,"175,008 mi.",Auto Images,4.140820980615735,(1 review),9995.0,1992,Jeep,Wrangler,4WD
2464,2010 Honda Element LX,"123,268 mi.",Waukesha's Best Used Cars,1.3,(43 reviews),12997.0,2010,Honda,Element,LX
2465,2010 Jeep Liberty Sport,"163,846 mi.",Honda World Westminster,4.4,"(1,109 reviews)",8542.0,2010,Jeep,Liberty,Sport
2466,2015 Chrysler Town & Country Touring-L,"100,148 mi.",Milnes Chevrolet,4.4,(214 reviews),13500.0,2015,Chrysler,Town,& Country Touring-L
2467,2004 Acura TL 3.2,"135,075 mi.",KAS Auto Sales,4.140820980615735,(16 reviews),6995.0,2004,Acura,TL,3.2
2468,2006 Ford Mustang ,"152,291 mi.",Texas Drive Auto Dealer,4.5,(170 reviews),5990.0,2006,Ford,Mustang,
2469,2013 BMW X5 xDrive35i,"103,942 mi.",Auto Land Fredericksburg,4.140820980615735,(7 reviews),14999.0,2013,BMW,X5,xDrive35i
2470,2016 Mazda CX-3 Sport,"142,019 mi.",Lithia Hyundai of Fresno,4.9,"(1,732 reviews)",10815.0,2016,Mazda,CX-3,Sport
2471,2016 Cadillac ATS 2.0L Turbo,"98,106 mi.",AutoNation Cadillac West Palm Beach,4.6,(816 reviews),14545.0,2016,Cadillac,ATS,2.0L Turbo
2472,2012 Buick LaCrosse Convenience,"73,885 mi.",Billion Chevrolet Buick GMC of Iowa City,4.6,(559 reviews),13970.0,2012,Buick,LaCrosse,Convenience
2473,2015 Kia Optima EX,"115,785 mi.",RITECAR LLC,4.140820980615735,(2 reviews),10880.0,2015,Kia,Optima,EX
2474,2013 Ford F-250 XL,"140,277 mi.",Holland Brothers Motors,4.140820980615735,(3 reviews),13750.0,2013,Ford,F-250,XL
2475,2014 Chevrolet Impala 2LT,"133,947 mi.",Ultimate Autos,4.140820980615735,(3 reviews),10498.0,2014,Chevrolet,Impala,2LT
2476,2011 BMW 535 i xDrive,"96,774 mi.",Redline Auto Group,4.140820980615735,(1 review),12950.0,2011,BMW,535,i xDrive
2477,2008 Nissan 350Z Enthusiast,"187,618 mi.",Unkown,4.140820980615735,0,6500.0,2008,Nissan,350Z,Enthusiast
2478,2010 Scion xB Release Series 7.0,"125,064 mi.",UDrive USA,4.140820980615735,(0 reviews),6999.0,2010,Scion,xB,Release Series 7.0
2479,2018 Ford Focus SE,"39,822 mi.",Jimmy Britt Chrysler Dodge Jeep Ram,4.8,"(1,094 reviews)",13987.0,2018,Ford,Focus,SE
2480,2014 Nissan Maxima SV,"120,891 mi.",Hudson Nissan,4.1,"(1,257 reviews)",11632.0,2014,Nissan,Maxima,SV
2481,2009 Honda CR-V EX,"85,651 mi.",Hilltop Motors,4.6,(99 reviews),13495.0,2009,Honda,CR-V,EX
2482,2004 Ford F-150 XLT SuperCrew,"160,280 mi.",Five Star Car and Truck LLC,5.0,(38 reviews),9995.0,2004,Ford,F-150,XLT SuperCrew
2483,2015 Honda Civic EX,"114,515 mi.",Lithia Toyota of Springfield,4.8,"(1,475 reviews)",14950.0,2015,Honda,Civic,EX
2484,2007 Cadillac DTS ,"113,640 mi.",Car Planet,1.3,(49 reviews),3999.0,2007,Cadillac,DTS,
2485,2010 Saab 9-3 ,"96,991 mi.",Steve White Volkswagen Audi - Greenville,4.5,(963 reviews),10999.0,2010,Saab,9-3,
